1,Genesis,1,Old,31
2,Genesis,2,Old,25
3,Genesis,3,Old,24
4,Genesis,4,Old,26
5,Genesis,5,Old,32
6,Genesis,6,Old,22
7,Genesis,7,Old,24
8,Genesis,8,Old,22
9,Genesis,9,Old,29
10,Genesis,10,Old,32
11,Genesis,11,Old,32
12,Genesis,12,Old,20
13,Genesis,13,Old,18
14,Genesis,14,Old,24
15,Genesis,15,Old,21
16,Genesis,16,Old,16
17,Genesis,17,Old,27
18,Genesis,18,Old,33
19,Genesis,19,Old,38
20,Genesis,20,Old,18
21,Genesis,21,Old,34
22,Genesis,22,Old,24
23,Genesis,23,Old,20
24,Genesis,24,Old,67
25,Genesis,25,Old,34
26,Genesis,26,Old,35
27,Genesis,27,Old,46
28,Genesis,28,Old,22
29,Genesis,29,Old,35
30,Genesis,30,Old,43
31,Genesis,31,Old,55
32,Genesis,32,Old,32
33,Genesis,33,Old,20
34,Genesis,34,Old,31
35,Genesis,35,Old,29
36,Genesis,36,Old,43
37,Genesis,37,Old,36
38,Genesis,38,Old,30
39,Genesis,39,Old,23
40,Genesis,40,Old,23
41,Genesis,41,Old,57
42,Genesis,42,Old,38
43,Genesis,43,Old,34
44,Genesis,44,Old,34
45,Genesis,45,Old,28
46,Genesis,46,Old,34
47,Genesis,47,Old,31
48,Genesis,48,Old,22
49,Genesis,49,Old,33
50,Genesis,50,Old,26
51,Exodus,1,Old,22
52,Exodus,2,Old,25
53,Exodus,3,Old,22
54,Exodus,4,Old,31
55,Exodus,5,Old,23
56,Exodus,6,Old,30
57,Exodus,7,Old,25
58,Exodus,8,Old,32
59,Exodus,9,Old,35
60,Exodus,10,Old,29
61,Exodus,11,Old,10
62,Exodus,12,Old,51
63,Exodus,13,Old,22
64,Exodus,14,Old,31
65,Exodus,15,Old,27
66,Exodus,16,Old,36
67,Exodus,17,Old,16
68,Exodus,18,Old,27
69,Exodus,19,Old,25
70,Exodus,20,Old,26
71,Exodus,21,Old,36
72,Exodus,22,Old,31
73,Exodus,23,Old,33
74,Exodus,24,Old,18
75,Exodus,25,Old,40
76,Exodus,26,Old,37
77,Exodus,27,Old,21
78,Exodus,28,Old,43
79,Exodus,29,Old,46
80,Exodus,30,Old,38
81,Exodus,31,Old,18
82,Exodus,32,Old,35
83,Exodus,33,Old,23
84,Exodus,34,Old,35
85,Exodus,35,Old,35
86,Exodus,36,Old,38
87,Exodus,37,Old,29
88,Exodus,38,Old,31
89,Exodus,39,Old,43
90,Exodus,40,Old,38
91,Leviticus,1,Old,17
92,Leviticus,2,Old,16
93,Leviticus,3,Old,17
94,Leviticus,4,Old,35
95,Leviticus,5,Old,19
96,Leviticus,6,Old,30
97,Leviticus,7,Old,38
98,Leviticus,8,Old,36
99,Leviticus,9,Old,24
100,Leviticus,10,Old,20
101,Leviticus,11,Old,47
102,Leviticus,12,Old,8
103,Leviticus,13,Old,59
104,Leviticus,14,Old,57
105,Leviticus,15,Old,33
106,Leviticus,16,Old,34
107,Leviticus,17,Old,16
108,Leviticus,18,Old,30
109,Leviticus,19,Old,37
110,Leviticus,20,Old,27
111,Leviticus,21,Old,24
112,Leviticus,22,Old,33
113,Leviticus,23,Old,44
114,Leviticus,24,Old,23
115,Leviticus,25,Old,55
116,Leviticus,26,Old,46
117,Leviticus,27,Old,34
118,Numbers,1,Old,54
119,Numbers,2,Old,34
120,Numbers,3,Old,51
121,Numbers,4,Old,49
122,Numbers,5,Old,31
123,Numbers,6,Old,27
124,Numbers,7,Old,89
125,Numbers,8,Old,26
126,Numbers,9,Old,23
127,Numbers,10,Old,36
128,Numbers,11,Old,35
129,Numbers,12,Old,16
130,Numbers,13,Old,33
131,Numbers,14,Old,45
132,Numbers,15,Old,41
133,Numbers,16,Old,50
134,Numbers,17,Old,13
135,Numbers,18,Old,32
136,Numbers,19,Old,22
137,Numbers,20,Old,29
138,Numbers,21,Old,36
139,Numbers,22,Old,40
140,Numbers,23,Old,30
141,Numbers,24,Old,25
142,Numbers,25,Old,18
143,Numbers,26,Old,65
144,Numbers,27,Old,23
145,Numbers,28,Old,31
146,Numbers,29,Old,40
147,Numbers,30,Old,16
148,Numbers,31,Old,54
149,Numbers,32,Old,42
150,Numbers,33,Old,56
151,Numbers,34,Old,29
152,Numbers,35,Old,34
153,Numbers,36,Old,13
154,Deuteronomy,1,Old,46
155,Deuteronomy,2,Old,37
156,Deuteronomy,3,Old,29
157,Deuteronomy,4,Old,49
158,Deuteronomy,5,Old,33
159,Deuteronomy,6,Old,25
160,Deuteronomy,7,Old,26
161,Deuteronomy,8,Old,20
162,Deuteronomy,9,Old,29
163,Deuteronomy,10,Old,22
164,Deuteronomy,11,Old,32
165,Deuteronomy,12,Old,32
166,Deuteronomy,13,Old,18
167,Deuteronomy,14,Old,29
168,Deuteronomy,15,Old,23
169,Deuteronomy,16,Old,22
170,Deuteronomy,17,Old,20
171,Deuteronomy,18,Old,22
172,Deuteronomy,19,Old,21
173,Deuteronomy,20,Old,20
174,Deuteronomy,21,Old,23
175,Deuteronomy,22,Old,30
176,Deuteronomy,23,Old,25
177,Deuteronomy,24,Old,22
178,Deuteronomy,25,Old,19
179,Deuteronomy,26,Old,19
180,Deuteronomy,27,Old,26
181,Deuteronomy,28,Old,68
182,Deuteronomy,29,Old,29
183,Deuteronomy,30,Old,20
184,Deuteronomy,31,Old,30
185,Deuteronomy,32,Old,52
186,Deuteronomy,33,Old,29
187,Deuteronomy,34,Old,12
188,Joshua,1,Old,18
189,Joshua,2,Old,24
190,Joshua,3,Old,17
191,Joshua,4,Old,24
192,Joshua,5,Old,15
193,Joshua,6,Old,27
194,Joshua,7,Old,26
195,Joshua,8,Old,35
196,Joshua,9,Old,27
197,Joshua,10,Old,43
198,Joshua,11,Old,23
199,Joshua,12,Old,24
200,Joshua,13,Old,33
201,Joshua,14,Old,15
202,Joshua,15,Old,63
203,Joshua,16,Old,10
204,Joshua,17,Old,18
205,Joshua,18,Old,28
206,Joshua,19,Old,51
207,Joshua,20,Old,9
208,Joshua,21,Old,45
209,Joshua,22,Old,34
210,Joshua,23,Old,16
211,Joshua,24,Old,33
212,Judges,1,Old,36
213,Judges,2,Old,23
214,Judges,3,Old,31
215,Judges,4,Old,24
216,Judges,5,Old,31
217,Judges,6,Old,40
218,Judges,7,Old,25
219,Judges,8,Old,35
220,Judges,9,Old,57
221,Judges,10,Old,18
222,Judges,11,Old,40
223,Judges,12,Old,15
224,Judges,13,Old,25
225,Judges,14,Old,20
226,Judges,15,Old,20
227,Judges,16,Old,31
228,Judges,17,Old,13
229,Judges,18,Old,31
230,Judges,19,Old,30
231,Judges,20,Old,48
232,Judges,21,Old,25
233,Ruth,1,Old,22
234,Ruth,2,Old,23
235,Ruth,3,Old,18
236,Ruth,4,Old,22
237,"1 Samuel",1,Old,28
238,"1 Samuel",2,Old,36
239,"1 Samuel",3,Old,21
240,"1 Samuel",4,Old,22
241,"1 Samuel",5,Old,12
242,"1 Samuel",6,Old,21
243,"1 Samuel",7,Old,17
244,"1 Samuel",8,Old,22
245,"1 Samuel",9,Old,26
246,"1 Samuel",10,Old,27
247,"1 Samuel",11,Old,15
248,"1 Samuel",12,Old,25
249,"1 Samuel",13,Old,23
250,"1 Samuel",14,Old,52
251,"1 Samuel",15,Old,35
252,"1 Samuel",16,Old,23
253,"1 Samuel",17,Old,58
254,"1 Samuel",18,Old,30
255,"1 Samuel",19,Old,24
256,"1 Samuel",20,Old,42
257,"1 Samuel",21,Old,15
258,"1 Samuel",22,Old,23
259,"1 Samuel",23,Old,29
260,"1 Samuel",24,Old,22
261,"1 Samuel",25,Old,44
262,"1 Samuel",26,Old,25
263,"1 Samuel",27,Old,12
264,"1 Samuel",28,Old,25
265,"1 Samuel",29,Old,11
266,"1 Samuel",30,Old,31
267,"1 Samuel",31,Old,13
268,"2 Samuel",1,Old,27
269,"2 Samuel",2,Old,32
270,"2 Samuel",3,Old,39
271,"2 Samuel",4,Old,12
272,"2 Samuel",5,Old,25
273,"2 Samuel",6,Old,23
274,"2 Samuel",7,Old,29
275,"2 Samuel",8,Old,18
276,"2 Samuel",9,Old,13
277,"2 Samuel",10,Old,19
278,"2 Samuel",11,Old,27
279,"2 Samuel",12,Old,31
280,"2 Samuel",13,Old,39
281,"2 Samuel",14,Old,33
282,"2 Samuel",15,Old,37
283,"2 Samuel",16,Old,23
284,"2 Samuel",17,Old,29
285,"2 Samuel",18,Old,33
286,"2 Samuel",19,Old,43
287,"2 Samuel",20,Old,26
288,"2 Samuel",21,Old,22
289,"2 Samuel",22,Old,51
290,"2 Samuel",23,Old,39
291,"2 Samuel",24,Old,25
292,"1 Kings",1,Old,53
293,"1 Kings",2,Old,46
294,"1 Kings",3,Old,28
295,"1 Kings",4,Old,34
296,"1 Kings",5,Old,18
297,"1 Kings",6,Old,38
298,"1 Kings",7,Old,51
299,"1 Kings",8,Old,66
300,"1 Kings",9,Old,28
301,"1 Kings",10,Old,29
302,"1 Kings",11,Old,43
303,"1 Kings",12,Old,33
304,"1 Kings",13,Old,34
305,"1 Kings",14,Old,31
306,"1 Kings",15,Old,34
307,"1 Kings",16,Old,34
308,"1 Kings",17,Old,24
309,"1 Kings",18,Old,46
310,"1 Kings",19,Old,21
311,"1 Kings",20,Old,43
312,"1 Kings",21,Old,29
313,"1 Kings",22,Old,53
314,"2 Kings",1,Old,18
315,"2 Kings",2,Old,25
316,"2 Kings",3,Old,27
317,"2 Kings",4,Old,44
318,"2 Kings",5,Old,27
319,"2 Kings",6,Old,33
320,"2 Kings",7,Old,20
321,"2 Kings",8,Old,29
322,"2 Kings",9,Old,37
323,"2 Kings",10,Old,36
324,"2 Kings",11,Old,21
325,"2 Kings",12,Old,21
326,"2 Kings",13,Old,25
327,"2 Kings",14,Old,29
328,"2 Kings",15,Old,38
329,"2 Kings",16,Old,20
